deviceID;msg_cnt;batch_ID;ec00;ec01;ec03;ec05;ec08;act_cnt;deact_cnt;boot_cnt;payload_cnt;1st_act;last_act;1st_deact;last_deact;1st_boot;last_boot;1st_payload;last_payload;lqi_avr;lqi_min;lqi_max;n_base_stations_avr;n_base_stations_min;n_base_stations_max;seq_max;runtime_total;runtime_act
9EA8C2;199;;2;0;0;0;0;1;0;0;196;2025-03-11_23:19;2025-03-11_23:19;;;2025-02-28_09:25;2025-03-05_06:52;2025-03-12_00:19;2025-03-21_23:12;1.693467336683417;1;2;0.12562814070351758;0;2;237;21 days 13:47:00;9 days 23:53:00
9E779E;198;;2;0;0;0;0;1;0;0;195;2025-03-16_05:01;2025-03-16_05:01;;;2025-02-28_09:16;2025-03-05_06:59;2025-03-16_06:00;2025-03-25_11:01;1.6565656565656566;1;2;0.1919191919191919;0;2;225;25 days 01:45:00;9 days 06:00:00
9EADFA;196;;2;0;0;0;0;1;0;0;193;2025-03-11_23:16;2025-03-11_23:16;;;2025-02-28_08:46;2025-03-05_06:40;2025-03-12_00:14;2025-03-20_21:17;1.9489795918367347;1;2;0.5051020408163265;0;2;217;20 days 12:31:00;8 days 22:01:00
9E6C0F;194;;2;0;0;0;0;1;0;0;191;2025-03-11_19:22;2025-03-11_19:22;;;2025-02-28_08:32;2025-03-05_08:06;2025-03-11_20:20;2025-03-19_20:55;2.0051546391752577;1;3;1.1237113402061856;0;2;197;19 days 12:23:00;8 days 01:33:00
9EA854;192;;2;0;0;0;0;1;0;0;189;2025-03-11_19:34;2025-03-11_19:34;;;2025-02-28_09:47;2025-03-05_07:37;2025-03-11_20:32;2025-03-19_20:02;1.8125;1;2;1.03125;0;2;196;19 days 10:15:00;8 days 00:28:00
9EA860;178;;2;0;0;0;0;1;0;0;175;2025-03-17_06:59;2025-03-17_06:59;;;2025-02-28_09:42;2025-03-05_07:43;2025-03-17_08:58;2025-03-25_15:26;1.747191011235955;0;2;0.3202247191011236;0;2;202;25 days 05:44:00;8 days 08:27:00
9EAE12;176;;2;0;0;0;0;1;0;0;173;2025-03-17_06:51;2025-03-17_06:51;;;2025-03-05_10:36;2025-03-05_11:54;2025-03-17_07:49;2025-03-25_22:50;1.8295454545454546;1;2;0.3693181818181818;0;2;211;20 days 12:14:00;8 days 15:59:00
9EAADA;173;;3;0;0;0;0;1;0;0;169;2025-04-03_12:04;2025-04-03_12:04;;;2025-02-28_09:09;2025-04-03_09:19;2025-04-03_13:02;2025-04-10_13:06;2.0;2;2;1.2138728323699421;0;3;174;41 days 03:57:00;7 days 01:02:00
9E796F;164;;3;1;0;0;0;1;0;0;159;2025-03-17_06:54;2025-03-17_06:54;;;2025-03-05_10:37;2025-03-05_11:53;2025-03-17_07:53;2025-03-24_22:46;1.6097560975609757;1;2;0.3780487804878049;0;2;188;19 days 12:09:00;7 days 15:52:00
9E720B;163;;2;0;0;0;0;1;0;0;160;2025-03-11_23:14;2025-03-11_23:14;;;2025-02-28_08:26;2025-03-05_07:51;2025-03-12_00:13;2025-03-18_22:45;1.6134969325153374;1;3;0.3312883435582822;0;2;169;18 days 14:19:00;6 days 23:31:00
9E720A;160;;2;0;0;0;0;1;0;0;157;2025-03-11_15:20;2025-03-11_15:20;;;2025-02-28_09:45;2025-03-05_07:44;2025-03-11_16:18;2025-03-24_22:05;1.7125;1;2;0.225;0;2;323;24 days 12:20:00;13 days 06:45:00
9EADA1;158;;2;0;0;0;0;1;0;0;155;2025-03-16_04:59;2025-03-16_04:59;;;2025-03-05_10:28;2025-03-05_12:06;2025-03-16_05:57;2025-03-27_13:05;1.379746835443038;1;3;0.43037974683544306;0;2;273;22 days 02:37:00;11 days 08:06:00
9E6BFF;155;;2;0;0;0;0;1;0;0;152;2025-03-16_05:11;2025-03-16_05:11;;;2025-02-28_08:34;2025-03-05_07:52;2025-03-16_06:10;2025-03-23_01:29;2.0;1;3;0.34838709677419355;0;2;166;22 days 16:55:00;6 days 20:18:00
9E773D;152;;2;0;0;0;0;1;0;0;149;2025-03-11_19:33;2025-03-11_19:33;;;2025-02-28_09:37;2025-03-05_07:12;2025-03-11_20:31;2025-03-22_14:51;1.4144736842105263;1;2;0.3355263157894737;0;2;264;22 days 05:14:00;10 days 19:18:00
9E7920;151;;2;0;0;0;0;1;0;0;148;2025-03-11_23:21;2025-03-11_23:21;;;2025-02-28_09:00;2025-03-04_14:42;2025-03-12_00:20;2025-03-19_23:20;1.9205298013245033;1;3;0.7284768211920529;0;3;193;19 days 14:20:00;7 days 23:59:00
9EAD62;149;;2;0;0;0;0;1;0;0;146;2025-03-16_04:58;2025-03-16_04:58;;;2025-02-28_08:48;2025-03-04_14:56;2025-03-16_05:57;2025-03-23_22:53;1.6241610738255035;1;3;0.35570469798657717;0;2;187;23 days 14:05:00;7 days 17:55:00
9EADA4;145;;2;0;0;0;0;1;0;0;142;2025-03-11_23:22;2025-03-11_23:22;;;2025-02-28_09:24;2025-03-05_06:48;2025-03-12_00:20;2025-03-19_10:07;1.7862068965517242;1;2;0.46206896551724136;0;2;182;19 days 00:43:00;7 days 10:45:00
9E7B0A;139;;2;0;0;0;0;1;0;0;136;2025-03-11_23:19;2025-03-11_23:19;;;2025-02-28_09:13;2025-03-05_06:49;2025-03-12_00:17;2025-03-24_11:30;1.5683453237410072;1;2;0.20863309352517986;0;1;302;24 days 02:17:00;12 days 12:11:00
9EAA75;136;;2;0;0;0;0;1;0;0;133;2025-03-15_19:41;2025-03-15_19:41;;;2025-02-28_09:15;2025-03-05_07:07;2025-03-15_20:39;2025-03-25_07:53;1.786764705882353;1;3;0.39705882352941174;0;2;232;24 days 22:38:00;9 days 12:12:00
9EAFAD;126;;1;0;0;0;0;1;0;0;124;2025-03-15_19:32;2025-03-15_19:32;;;2025-02-28_09:46;2025-02-28_09:46;2025-03-15_20:31;2025-03-25_18:45;1.0634920634920635;1;2;0.031746031746031744;0;1;239;25 days 08:59:00;9 days 23:13:00
9EAE85;124;;2;0;0;0;0;1;0;0;121;2025-03-16_05:06;2025-03-16_05:06;;;2025-02-28_09:40;2025-03-05_07:47;2025-03-16_06:04;2025-03-25_08:30;1.4193548387096775;1;3;0.1774193548387097;0;2;221;24 days 22:50:00;9 days 03:24:00
9EAED0;123;;2;0;0;0;0;0;0;0;121;;;;;2025-02-28_09:48;2025-03-05_07:37;2025-03-10_23:51;2025-03-18_11:34;1.6829268292682926;1;2;0.22764227642276422;0;1;228;18 days 01:46:00;
9E6A19;113;;2;0;0;0;0;1;0;0;110;2025-03-17_06:53;2025-03-17_06:53;;;2025-02-28_09:30;2025-03-05_06:43;2025-03-17_07:51;2025-03-26_08:44;1.2831858407079646;0;2;0.3008849557522124;0;2;219;25 days 23:14:00;9 days 01:51:00
9EABA3;108;;2;1;0;0;0;1;0;0;104;2025-03-11_23:20;2025-03-11_23:20;;;2025-02-28_08:54;2025-03-04_14:49;2025-03-12_00:18;2025-03-17_13:15;1.7222222222222223;1;2;0.21296296296296297;0;1;139;17 days 04:21:00;5 days 13:55:00
9E7790;104;;2;0;0;0;0;1;0;0;101;2025-03-15_19:36;2025-03-15_19:36;;;2025-02-28_09:37;2025-03-05_06:57;2025-03-15_20:34;2025-03-25_11:18;1.6346153846153846;1;2;0.0673076923076923;0;1;235;25 days 01:41:00;9 days 15:42:00
9E7971;99;;2;0;0;0;0;1;0;0;96;2025-03-11_15:28;2025-03-11_15:28;;;2025-02-28_09:34;2025-03-05_07:28;2025-03-11_16:27;2025-03-21_13:41;1.9292929292929293;1;3;0.2828282828282828;0;2;237;21 days 04:07:00;9 days 22:13:00
9EADEA;98;;2;0;0;0;0;1;0;0;95;2025-03-11_19:34;2025-03-11_19:34;;;2025-02-28_09:32;2025-03-05_07:30;2025-03-11_20:32;2025-03-23_07:53;1.6734693877551021;1;2;0.3469387755102041;0;1;280;22 days 22:21:00;11 days 12:19:00
9E7572;95;;2;0;0;0;0;1;0;0;92;2025-03-11_19:38;2025-03-11_19:38;;;2025-02-28_09:31;2025-03-05_06:56;2025-03-11_20:37;2025-03-24_04:51;1.6;1;2;0.28421052631578947;0;2;295;23 days 19:20:00;12 days 09:13:00
9EAAD0;93;;2;0;0;0;0;1;0;0;90;2025-03-11_23:21;2025-03-11_23:21;;;2025-02-28_09:45;2025-03-05_07:42;2025-03-12_00:20;2025-03-23_08:25;1.924731182795699;1;2;0.24731182795698925;0;1;276;22 days 22:40:00;11 days 09:04:00
9E756D;93;;2;0;0;0;0;1;0;0;90;2025-03-11_23:11;2025-03-11_23:11;;;2025-02-28_09:28;2025-03-05_06:54;2025-03-12_00:09;2025-03-24_05:15;1.924731182795699;1;2;0.23655913978494625;0;2;298;23 days 19:47:00;12 days 06:04:00
9E6FC8;93;;2;0;0;0;0;1;0;0;90;2025-03-11_23:23;2025-03-11_23:23;;;2025-02-28_09:18;2025-03-05_07:07;2025-03-12_00:22;2025-03-24_04:32;1.6666666666666667;1;2;0.21505376344086022;0;1;295;23 days 19:14:00;12 days 05:09:00
9E71B1;89;;3;1;0;0;0;1;0;0;84;2025-03-15_19:33;2025-03-15_19:33;;;2025-02-28_08:40;2025-03-05_08:09;2025-03-15_20:32;2025-03-19_17:13;1.5842696629213484;1;2;0.16853932584269662;0;1;98;19 days 08:33:00;3 days 21:40:00
9EB3CA;88;;2;0;0;0;0;1;0;0;85;2025-03-11_15:30;2025-03-11_15:30;;;2025-02-28_08:47;2025-03-04_14:54;2025-03-11_16:29;2025-03-17_15:43;1.7272727272727273;1;3;0.36363636363636365;0;2;146;17 days 06:56:00;6 days 00:13:00
9E6DDD;82;;2;0;0;0;0;1;0;0;79;2025-03-11_23:16;2025-03-11_23:16;;;2025-02-28_08:30;2025-03-05_08:06;2025-03-12_00:15;2025-03-15_19:48;1.9024390243902438;1;2;0.32926829268292684;0;2;95;15 days 11:18:00;3 days 20:32:00
9ED918;74;;2;0;0;0;0;1;0;0;71;2025-03-11_23:13;2025-03-11_23:13;;;2025-02-28_09:14;2025-03-05_07:01;2025-03-12_00:12;2025-03-17_17:12;1.7702702702702702;1;2;0.22972972972972974;0;2;140;17 days 07:58:00;5 days 17:59:00
9EAE87;72;;2;0;0;0;0;1;0;0;69;2025-03-17_07:04;2025-03-17_07:04;;;2025-02-28_08:44;2025-03-05_06:30;2025-03-17_08:03;2025-03-25_03:53;1.8611111111111112;0;2;0.3194444444444444;0;1;190;24 days 19:09:00;7 days 20:49:00
9EADFB;61;;2;0;0;0;0;1;0;0;58;2025-03-16_05:01;2025-03-16_05:01;;;2025-02-28_08:34;2025-03-05_07:58;2025-03-16_06:00;2025-03-27_02:03;1.3934426229508197;1;2;0.29508196721311475;0;2;266;26 days 17:29:00;10 days 21:02:00
9EACE1;60;;2;0;0;0;0;1;0;0;57;2025-03-17_06:51;2025-03-17_06:51;;;2025-03-06_07:53;2025-03-06_07:54;2025-03-17_07:50;2025-03-25_07:07;1.6;0;2;0.26666666666666666;0;3;196;18 days 23:14:00;8 days 00:16:00
9E7752;58;;2;0;0;0;0;1;0;0;55;2025-03-16_05:04;2025-03-16_05:04;;;2025-02-28_08:35;2025-03-05_08:04;2025-03-16_06:03;2025-03-25_09:11;1.4655172413793103;0;2;0.29310344827586204;0;1;221;25 days 00:36:00;9 days 04:07:00
9E756C;57;;2;1;0;0;0;0;0;0;54;;;;;2025-02-28_09:35;2025-03-05_07:31;2025-03-10_23:59;2025-03-14_19:38;1.6666666666666667;1;2;0.12280701754385964;0;1;132;14 days 10:03:00;
9EAE9F;51;;2;1;0;0;0;1;0;0;47;2025-03-11_23:18;2025-03-11_23:18;;;2025-02-28_08:59;2025-03-04_14:38;2025-03-12_00:17;2025-03-17_07:23;1.9607843137254901;1;2;0.37254901960784315;0;1;132;16 days 22:24:00;5 days 08:05:00
9E71A0;51;;2;0;0;0;0;1;0;0;48;2025-03-11_23:18;2025-03-11_23:18;;;2025-02-28_09:37;2025-03-05_07:47;2025-03-12_00:17;2025-03-14_12:20;1.9215686274509804;1;2;0.3333333333333333;0;1;64;14 days 02:43:00;2 days 13:02:00
9EAA77;50;;2;0;0;0;0;1;0;0;47;2025-03-11_23:15;2025-03-11_23:15;;;2025-02-28_09:11;2025-03-04_14:41;2025-03-12_00:13;2025-03-15_10:48;1.9;1;2;0.34;0;1;87;15 days 01:37:00;3 days 11:33:00
9E797B;49;;2;0;0;0;0;1;0;0;46;2025-03-17_06:57;2025-03-17_06:57;;;2025-02-28_09:29;2025-03-05_06:43;2025-03-17_07:55;2025-03-26_00:35;1.4081632653061225;0;2;0.10204081632653061;0;1;213;25 days 15:06:00;8 days 17:38:00
9E791E;47;;2;0;0;0;0;1;0;0;44;2025-03-16_05:10;2025-03-16_05:10;;;2025-03-05_08:04;2025-03-05_08:05;2025-03-16_06:07;2025-03-20_03:23;1.9361702127659575;0;3;0.5957446808510638;0;2;99;14 days 19:19:00;3 days 22:13:00
9E7749;43;;2;0;0;0;0;1;0;0;40;2025-03-16_05:04;2025-03-16_05:04;;;2025-03-05_10:28;2025-03-05_11:57;2025-03-16_06:01;2025-03-21_23:10;1.5348837209302326;1;2;0.4186046511627907;0;2;142;16 days 12:42:00;5 days 18:06:00
9EDAF5;42;;2;0;0;0;0;1;0;0;39;2025-03-17_06:51;2025-03-17_06:51;;;2025-02-28_08:52;2025-03-05_08:03;2025-03-17_07:49;2025-03-25_04:22;1.4523809523809523;0;2;0.047619047619047616;0;1;193;24 days 19:30:00;7 days 21:31:00
9EAB9F;41;;2;0;0;0;0;1;0;0;38;2025-03-17_07:03;2025-03-17_07:03;;;2025-02-28_09:43;2025-03-05_07:46;2025-03-17_08:02;2025-03-20_05:46;1.3902439024390243;0;2;0.12195121951219512;0;1;73;19 days 20:03:00;2 days 22:43:00
9EADA5;37;;2;0;0;0;0;1;0;0;34;2025-03-15_19:41;2025-03-15_19:41;;;2025-02-28_09:05;2025-03-04_14:51;2025-03-15_20:39;2025-03-26_08:16;1.4594594594594594;1;2;0.5945945945945946;0;2;258;25 days 23:11:00;10 days 12:35:00
9EA853;33;;2;1;0;0;0;1;0;0;29;2025-03-17_07:03;2025-03-17_07:03;;;2025-02-28_08:23;2025-03-05_07:55;2025-03-17_08:01;2025-03-24_06:42;1.4545454545454546;0;2;0.030303030303030304;0;1;171;23 days 22:19:00;6 days 23:39:00
